run,phase,date,source,x_m,y_m,z_m,is_centre,in_calib_table,calib_good,prephase1_rtraw,physics_good,in_kup_esd,run_kind
15404,,,,,,,,0,0,,1,0,physics
15405,,,,,,,,0,0,,1,0,physics
15406,,,,,,,,0,0,,1,0,physics
15407,,,,,,,,0,0,,1,0,physics
15408,,,,,,,,0,0,,1,0,physics
15409,,,,,,,,0,0,,1,0,physics
15410,,,,,,,,0,0,,1,0,physics
15411,,,,,,,,0,0,,1,0,physics
15412,,,,,,,,0,0,,1,0,physics
15413,,,,,,,,0,0,,1,0,physics
15414,,,,,,,,0,0,,1,0,physics
15415,,,,,,,,0,0,,1,0,physics
15416,,,,,,,,0,0,,1,0,physics
15417,,,,,,,,0,0,,1,0,physics
15418,,,,,,,,0,0,,1,0,physics
15419,,,,,,,,0,0,,1,0,physics
15420,,,,,,,,0,0,,1,0,physics
15421,,,,,,,,0,0,,1,0,physics
15423,,,,,,,,0,0,,1,0,physics
15424,,,,,,,,0,0,,1,0,physics
15425,,,,,,,,0,0,,1,0,physics
15426,,,,,,,,0,0,,1,0,physics
15427,,,,,,,,0,0,,1,0,physics
15428,,,,,,,,0,0,,1,0,physics
15429,,,,,,,,0,0,,1,0,physics
15430,,,,,,,,0,0,,1,0,physics
15431,,,,,,,,0,0,,1,0,physics
15432,,,,,,,,0,0,,1,0,physics
15433,,,,,,,,0,0,,1,0,physics
15441,,,,,,,,0,1,,0,1,other-calibration
15448,,,,,,,,0,0,,1,0,physics
15449,,,,,,,,0,0,,1,0,physics
15450,,,,,,,,0,0,,1,0,physics
15451,,,,,,,,0,0,,1,0,physics
15452,,,,,,,,0,0,,1,0,physics
15453,,,,,,,,0,0,,1,0,physics
15454,,,,,,,,0,0,,1,0,physics
15455,,,,,,,,0,0,,1,0,physics
15456,,,,,,,,0,0,,1,0,physics
15457,,,,,,,,0,0,,1,0,physics
15458,,,,,,,,0,0,,1,0,physics
15459,,,,,,,,0,0,,1,0,physics
15460,,,,,,,,0,0,,1,0,physics
15461,,,,,,,,0,0,,1,0,physics
15462,,,,,,,,0,0,,1,0,physics
15463,,,,,,,,0,0,,1,0,physics
15464,,,,,,,,0,0,,1,0,physics
15465,,,,,,,,0,0,,1,0,physics
15466,,,,,,,,0,0,,1,0,physics
15467,,,,,,,,0,0,,1,0,physics
15468,,,,,,,,0,0,,1,0,physics
15469,,,,,,,,0,0,,1,0,physics
15470,,,,,,,,0,0,,1,0,physics
15473,,,,,,,,0,1,,0,1,other-calibration
15475,,,,,,,,0,1,,0,1,other-calibration
15477,,,,,,,,0,1,,0,1,other-calibration
15479,,,,,,,,0,1,,0,1,other-calibration
15481,,,,,,,,0,1,,0,1,other-calibration
15483,,,,,,,,0,1,,0,1,other-calibration
15485,,,,,,,,0,1,,0,1,other-calibration
15487,,,,,,,,0,1,,0,1,other-calibration
15489,,,,,,,,0,1,,0,1,other-calibration
15491,,,,,,,,0,1,,0,1,other-calibration
15493,,,,,,,,0,1,,0,1,other-calibration
15495,,,,,,,,0,1,,0,1,other-calibration
15497,,,,,,,,0,1,,0,1,other-calibration
15499,,,,,,,,0,1,,0,1,other-calibration
15501,,,,,,,,0,1,,0,1,other-calibration
15503,,,,,,,,0,1,,0,1,other-calibration
15505,,,,,,,,0,1,,0,1,other-calibration
15507,,,,,,,,0,1,,0,1,other-calibration
15509,,,,,,,,0,1,,0,1,other-calibration
15511,,,,,,,,0,1,,0,1,other-calibration
15513,,,,,,,,0,1,,0,1,other-calibration
15515,,,,,,,,0,1,,0,1,other-calibration
15517,,,,,,,,0,1,,0,1,other-calibration
15519,,,,,,,,0,1,,0,1,other-calibration
15521,,,,,,,,0,1,,0,1,other-calibration
15523,,,,,,,,0,1,,0,1,other-calibration
15525,,,,,,,,0,1,,0,1,other-calibration
15527,,,,,,,,0,1,,0,1,other-calibration
15529,,,,,,,,0,1,,0,1,other-calibration
15531,,,,,,,,0,1,,0,1,other-calibration
15533,,,,,,,,0,1,,0,1,other-calibration
15535,,,,,,,,0,1,,0,1,other-calibration
15537,,,,,,,,0,1,,0,1,other-calibration
15539,,,,,,,,0,1,,0,1,other-calibration
15541,,,,,,,,0,1,,0,1,other-calibration
15543,,,,,,,,0,1,,0,1,other-calibration
15545,,,,,,,,0,1,,0,1,other-calibration
15547,,,,,,,,0,1,,0,1,other-calibration
15549,,,,,,,,0,1,,0,1,other-calibration
15551,,,,,,,,0,1,,0,1,other-calibration
15553,,,,,,,,0,1,,0,1,other-calibration
15557,,,,,,,,0,0,,1,0,physics
15558,,,,,,,,0,0,,1,0,physics
15559,,,,,,,,0,0,,1,0,physics
15560,,,,,,,,0,0,,1,0,physics
15561,,,,,,,,0,0,,1,0,physics
15562,,,,,,,,0,0,,1,0,physics
15563,,,,,,,,0,0,,1,0,physics
15571,,,,,,,,0,1,,0,1,other-calibration
15578,,,,,,,,0,0,,1,0,physics
15579,,,,,,,,0,0,,1,0,physics
15580,,,,,,,,0,0,,1,0,physics
15581,,,,,,,,0,0,,1,0,physics
15582,,,,,,,,0,0,,1,0,physics
15583,,,,,,,,0,0,,1,0,physics
15584,,,,,,,,0,0,,1,0,physics
15585,,,,,,,,0,0,,1,0,physics
15586,,,,,,,,0,0,,1,0,physics
15587,,,,,,,,0,0,,1,0,physics
15588,,,,,,,,0,0,,1,0,physics
15589,,,,,,,,0,0,,1,0,physics
15590,,,,,,,,0,0,,1,0,physics
15591,,,,,,,,0,0,,1,0,physics
15592,,,,,,,,0,0,,1,0,physics
15593,,,,,,,,0,0,,1,0,physics
15594,,,,,,,,0,0,,1,0,physics
15595,,,,,,,,0,0,,1,0,physics
15596,,,,,,,,0,0,,1,0,physics
15597,,,,,,,,0,0,,1,0,physics
15599,,,,,,,,0,0,,1,0,physics
15604,,,,,,,,0,0,,1,0,physics
15605,,,,,,,,0,0,,1,0,physics
15606,,,,,,,,0,0,,1,0,physics
15607,,,,,,,,0,0,,1,0,physics
15608,,,,,,,,0,0,,1,0,physics
15612,,,,,,,,0,0,,1,0,physics
15638,,,,,,,,0,1,,0,1,other-calibration
15689,,,,,,,,0,1,,0,1,other-calibration
