e_rec,gammaFullNL,electronFullNL,positronFullNL
7.0400,6.851494,6.737011,6.897702
7.0500,6.861146,6.746667,6.907324
7.0600,6.870798,6.756304,6.916980
7.0700,6.880449,6.765933,6.926602
7.0800,6.890101,6.775597,6.936224
7.0900,6.899752,6.785227,6.945882
7.1000,6.909403,6.794878,6.955505
7.1100,6.919054,6.804522,6.965162
7.1200,6.928704,6.814153,6.974786
7.1300,6.938354,6.823818,6.984409
7.1400,6.948005,6.833450,6.994068
7.1500,6.957654,6.843096,7.003692
7.1600,6.967304,6.852747,7.013351
7.1700,6.976953,6.862380,7.022977
7.1800,6.986603,6.872046,7.032607
7.1900,6.996251,6.881679,7.042272
7.2000,7.005926,6.891320,7.051903
7.2100,7.015617,6.900979,7.061569
7.2200,7.025307,6.910613,7.071200
7.2300,7.034998,6.920280,7.080832
7.2400,7.044688,6.929914,7.090496
7.2500,7.054378,6.939550,7.100131
7.2600,7.064068,6.949217,7.109793
7.2700,7.073758,6.958852,7.119431
7.2800,7.083448,6.968518,7.129064
7.2900,7.093138,6.978157,7.138723
7.3000,7.102828,6.987793,7.148366
7.3100,7.112517,6.997462,7.158022
7.3200,7.122207,7.007097,7.167668
7.3300,7.131896,7.016755,7.177303
7.3400,7.141585,7.026400,7.186956
7.3500,7.151274,7.036036,7.196607
7.3600,7.160963,7.045705,7.206258
7.3700,7.170652,7.055341,7.215912
7.3800,7.180341,7.064994,7.225548
7.3900,7.190030,7.074648,7.235195
7.4000,7.199718,7.084285,7.244854
7.4100,7.209407,7.093956,7.254500
7.4200,7.219095,7.103594,7.264162
7.4300,7.228783,7.113242,7.273799
7.4400,7.238472,7.122903,7.283441
7.4500,7.248160,7.132541,7.293108
7.4600,7.257848,7.142213,7.302748
7.4700,7.267535,7.151852,7.312418
7.4800,7.277223,7.161494,7.322057
7.4900,7.286911,7.171163,7.331696
7.5000,7.296598,7.180803,7.341369
7.5100,7.306286,7.190474,7.351008
7.5200,7.315973,7.200116,7.360682
7.5300,7.325660,7.209756,7.370321
7.5400,7.335347,7.219430,7.379962
7.5500,7.345034,7.229070,7.389636
7.5600,7.354721,7.238735,7.399276
7.5700,7.364408,7.248386,7.408951
7.5800,7.374094,7.258027,7.418592
7.5900,7.383781,7.267702,7.428234
7.6000,7.393467,7.277344,7.437909
7.6100,7.403153,7.287003,7.447551
7.6200,7.412840,7.296662,7.457227
7.6300,7.422526,7.306305,7.466869
7.6400,7.432212,7.315983,7.476512
7.6500,7.441897,7.325626,7.486189
7.6600,7.451583,7.335279,7.495832
7.6700,7.461269,7.344947,7.505509
7.6800,7.470954,7.354591,7.515153
7.6900,7.480640,7.364268,7.524797
7.7000,7.490325,7.373913,7.534475
7.7100,7.500010,7.383559,7.544119
7.7200,7.509695,7.393236,7.553793
7.7300,7.519380,7.402881,7.563443
7.7400,7.529065,7.412556,7.573088
7.7500,7.538750,7.422206,7.582768
7.7600,7.548435,7.431852,7.592413
7.7700,7.558119,7.441531,7.602079
7.7800,7.567804,7.451178,7.611739
7.7900,7.577488,7.460845,7.621386
7.8000,7.587172,7.470505,7.631048
7.8100,7.596856,7.480152,7.640713
7.8200,7.606540,7.489833,7.650373
7.8300,7.616224,7.499480,7.660042
7.8400,7.625908,7.509141,7.669690
7.8500,7.635592,7.518810,7.679345
7.8600,7.645275,7.528458,7.689020
7.8700,7.654959,7.538140,7.698672
7.8800,7.664642,7.547790,7.708351
7.8900,7.674325,7.557445,7.718000
7.9000,7.684008,7.567123,7.727649
7.9100,7.693691,7.576773,7.737332
7.9200,7.703374,7.586455,7.746982
7.9300,7.713057,7.596107,7.756659
7.9400,7.722740,7.605757,7.766316
7.9500,7.732422,7.615441,7.775967
7.9600,7.742105,7.625092,7.785651
7.9700,7.751787,7.634766,7.795302
7.9800,7.761469,7.644428,7.804987
7.9900,7.771151,7.654080,7.814639
8.0000,7.780833,7.663765,7.824291
8.0100,7.790515,7.673417,7.833976
8.0200,7.800197,7.683084,7.843629
8.0300,7.809879,7.692755,7.853315
8.0400,7.819560,7.702408,7.862968
8.0500,7.829242,7.712095,7.872621
8.0600,7.838923,7.721748,7.882308
8.0700,7.848605,7.731407,7.891961
8.0800,7.858286,7.741089,7.901647
8.0900,7.867967,7.750743,7.911303
8.1000,7.877648,7.760430,7.920957
8.1100,7.887328,7.770087,7.930645
8.1200,7.897009,7.779742,7.940300
8.1300,7.906690,7.789431,7.949978
8.1400,7.916370,7.799086,7.959644
8.1500,7.926051,7.808765,7.969300
8.1600,7.935731,7.818431,7.978989
8.1700,7.945411,7.828087,7.988646
8.1800,7.955091,7.837777,7.998316
8.1900,7.964771,7.847433,8.007992
8.2000,7.974451,7.857104,8.017649
8.2100,7.984131,7.866780,8.027338
8.2200,7.993810,7.876438,8.036994
8.2300,8.003500,7.886129,8.046654
8.2400,8.013209,7.895786,8.056339
8.2500,8.022917,7.905449,8.065996
8.2600,8.032625,7.915136,8.075684
8.2700,8.042333,7.924794,8.085343
8.2800,8.052041,7.934484,8.095000
8.2900,8.061749,7.944145,8.104691
8.3000,8.071457,7.953805,8.114350
8.3100,8.081165,7.963497,8.124009
8.3200,8.090873,7.973157,8.133700
8.3300,8.100581,7.982838,8.143359
8.3400,8.110289,7.992512,8.153051
8.3500,8.119997,8.002174,8.162710
8.3600,8.129705,8.011872,8.172369
8.3700,8.139412,8.021537,8.182062
8.3800,8.149120,8.031213,8.191721
8.3900,8.158828,8.040901,8.201414
8.4000,8.168536,8.050568,8.211074
8.4100,8.178243,8.060268,8.220735
8.4200,8.187951,8.069934,8.230429
8.4300,8.197658,8.079601,8.240090
8.4400,8.207366,8.089301,8.249779
8.4500,8.217073,8.098968,8.259445
8.4600,8.226780,8.108662,8.269107
8.4700,8.236488,8.118337,8.278802
8.4800,8.246195,8.128005,8.288464
8.4900,8.255902,8.137706,8.298144
8.5000,8.265610,8.147375,8.307822
8.5100,8.275317,8.157059,8.317485
8.5200,8.285024,8.166747,8.327182
8.5300,8.294731,8.176416,8.336846
8.5400,8.304438,8.186118,8.346518
8.5500,8.314145,8.195787,8.356207
8.5600,8.323852,8.205461,8.365871
8.5700,8.333559,8.215161,8.375568
8.5800,8.343266,8.224832,8.385233
8.5900,8.352973,8.234531,8.394897
8.6000,8.362680,8.244206,8.404590
8.6100,8.372387,8.253878,8.414260
8.6200,8.382093,8.263582,8.423949
8.6300,8.391800,8.273254,8.433625
8.6400,8.401507,8.282943,8.443290
8.6500,8.411213,8.292630,8.452974
8.6600,8.420920,8.302302,8.462656
8.6700,8.430627,8.312008,8.472336
8.6800,8.440333,8.321681,8.482023
8.6900,8.450040,8.331361,8.491690
8.7000,8.459746,8.341060,8.501363
8.7100,8.469452,8.350733,8.511058
8.7200,8.479159,8.360438,8.520727
8.7300,8.488865,8.370114,8.530427
8.7400,8.498571,8.379789,8.540095
8.7500,8.508278,8.389496,8.549763
8.7600,8.517984,8.399170,8.559465
8.7700,8.527690,8.408866,8.569135
8.7800,8.537396,8.418554,8.578838
8.7900,8.547102,8.428229,8.588508
8.8000,8.556808,8.437937,8.598177
8.8100,8.566514,8.447613,8.607880
8.8200,8.576220,8.457297,8.617550
8.8300,8.585926,8.466998,8.627254
8.8400,8.595632,8.476675,8.636924
8.8500,8.605338,8.486385,8.646595
8.8600,8.615044,8.496061,8.656299
8.8700,8.624749,8.505739,8.665971
8.8800,8.634455,8.515450,8.675673
8.8900,8.644161,8.525127,8.685347
8.9000,8.653866,8.534826,8.695019
8.9100,8.663572,8.544516,8.704724
8.9200,8.673278,8.554194,8.714396
8.9300,8.682983,8.563905,8.724089
8.9400,8.692689,8.573585,8.733775
8.9500,8.702394,8.583273,8.743448
8.9600,8.712099,8.592976,8.753155
8.9700,8.721805,8.602655,8.762828
8.9800,8.731510,8.612367,8.772510
8.9900,8.741215,8.622047,8.782209
9.0000,8.750921,8.631728,8.791884
9.0100,8.760626,8.641441,8.801593
9.0200,8.770331,8.651122,8.811268
9.0300,8.780036,8.660823,8.820943
9.0400,8.789741,8.670517,8.830644
9.0500,8.799446,8.680199,8.840326
9.0600,8.809151,8.689913,8.850023
9.0700,8.818856,8.699594,8.859711
9.0800,8.828561,8.709284,8.869387
9.0900,8.838266,8.718990,8.879078
9.1000,8.847971,8.728673,8.888773
9.1100,8.857676,8.738389,8.898459
9.1200,8.867380,8.748072,8.908160
9.1300,8.877085,8.757755,8.917837
9.1400,8.886790,8.767471,8.927517
9.1500,8.896494,8.777156,8.937225
9.1600,8.906199,8.786860,8.946903
9.1700,8.915904,8.796556,8.956614
9.1800,8.925608,8.806240,8.966293
9.1900,8.935313,8.815957,8.975993
9.2000,8.945017,8.825642,8.985683
9.2100,8.954721,8.835335,8.995362
9.2200,8.964426,8.845045,9.005075
9.2300,8.974130,8.854730,9.014755
9.2400,8.983834,8.864447,9.024437
9.2500,8.993539,8.874134,9.034154
9.2600,9.003251,8.883820,9.043838
9.2700,9.012979,8.893539,9.053555
9.2800,9.022707,8.903226,9.063240
9.2900,9.032434,8.912931,9.072926
9.3000,9.042162,8.922632,9.082645
9.3100,9.051890,8.932320,9.092331
9.3200,9.061618,8.942041,9.102038
9.3300,9.071346,8.951728,9.111735
9.3400,9.081074,8.961420,9.121422
9.3500,9.090802,8.971136,9.131142
9.3600,9.100530,8.980824,9.140829
9.3700,9.110258,8.990542,9.150524
9.3800,9.119986,9.000235,9.160236
9.3900,9.129714,9.009921,9.169924
9.4000,9.139442,9.019639,9.179644
9.4100,9.149170,9.029325,9.189333
9.4200,9.158898,9.039027,9.199021
9.4300,9.168626,9.048730,9.208733
9.4400,9.178354,9.058417,9.218431
9.4500,9.188082,9.068136,9.228138
9.4600,9.197810,9.077823,9.237842
9.4700,9.207538,9.087513,9.247532
9.4800,9.217267,9.097231,9.257231
9.4900,9.226995,9.106919,9.266944
9.5000,9.236723,9.116635,9.276639
9.5100,9.246451,9.126329,9.286358
9.5200,9.256179,9.136018,9.296048
9.5300,9.265907,9.145739,9.305738
9.5400,9.275635,9.155428,9.315462
9.5500,9.285364,9.165130,9.325153
9.5600,9.295092,9.174839,9.334865
9.5700,9.304820,9.184528,9.344569
9.5800,9.314548,9.194251,9.354261
9.5900,9.324276,9.203940,9.363985
9.6000,9.334005,9.213630,9.373677
9.6100,9.343733,9.223353,9.383375
9.6200,9.353461,9.233044,9.393095
9.6300,9.363190,9.242758,9.402789
9.6400,9.372918,9.252460,9.412514
9.6500,9.382646,9.262152,9.422207
9.6600,9.392374,9.271876,9.431902
9.6700,9.402103,9.281567,9.441629
9.6800,9.411831,9.291268,9.451322
9.6900,9.421559,9.300984,9.461049
9.7000,9.431288,9.310676,9.470743
9.7100,9.441016,9.320401,9.480437
9.7200,9.450744,9.330094,9.490165
9.7300,9.460473,9.339787,9.499861
9.7400,9.470201,9.349513,9.509589
9.7500,9.479930,9.359206,9.519284
9.7600,9.489658,9.368918,9.528980
9.7700,9.499387,9.378626,9.538701
9.7800,9.509115,9.388321,9.548405
9.7900,9.518843,9.398049,9.558120
9.8000,9.528572,9.407743,9.567830
9.8100,9.538300,9.417442,9.577527
9.8200,9.548029,9.427165,9.587234
9.8300,9.557757,9.436860,9.596955
9.8400,9.567486,9.446583,9.606656
9.8500,9.577214,9.456284,9.616382
9.8600,9.586943,9.465979,9.626080
9.8700,9.596671,9.475708,9.635777
9.8800,9.606400,9.485404,9.645508
9.8900,9.616129,9.495113,9.655207
9.9000,9.625857,9.504829,9.664925
9.9100,9.635586,9.514526,9.674638
9.9200,9.645314,9.524256,9.684337
9.9300,9.655043,9.533953,9.694069
9.9400,9.664771,9.543651,9.703770
9.9500,9.674500,9.553382,9.713472
9.9600,9.684229,9.563080,9.723201
9.9700,9.693957,9.572800,9.732901
9.9800,9.703686,9.582509,9.742634
9.9900,9.713415,9.592208,9.752335
10.0000,9.723143,9.601939,9.762037
10.0100,9.732872,9.611638,9.771770
10.0200,9.742601,9.621344,9.781471
10.0300,9.752330,9.631069,9.791206
10.0400,9.762058,9.640768,9.800908
10.0500,9.771787,9.650498,9.810610
10.0600,9.781516,9.660200,9.820344
10.0700,9.791245,9.669900,9.830046
10.0800,9.800973,9.679634,9.839776
10.0900,9.810702,9.689335,9.849484
10.1000,9.820431,9.699052,9.859188
10.1100,9.830160,9.708770,9.868910
10.1200,9.839889,9.718472,9.878626
10.1300,9.849617,9.728206,9.888342
10.1400,9.859346,9.737907,9.898066
10.1500,9.869075,9.747609,9.907770
10.1600,9.878804,9.757344,9.917478
10.1700,9.888533,9.767046,9.927212
10.1800,9.898262,9.776771,9.936916
10.1900,9.907991,9.786483,9.946647
10.2000,9.917719,9.796186,9.956360
10.2100,9.927448,9.805922,9.966065
10.2200,9.937177,9.815625,9.975803
10.2300,9.946906,9.825336,9.985508
10.2400,9.956635,9.835065,9.995224
10.2500,9.966364,9.844769,10.004952
10.2600,9.976093,9.854504,10.014659
10.2700,9.985822,9.864212,10.024398
10.2800,9.995551,9.873916,10.034101
10.2900,10.000000,9.883653,10.043805
10.3000,10.000000,9.893358,10.053541
10.3100,10.000000,9.903077,10.063245
10.3200,10.000000,9.912801,10.072982
10.3300,10.000000,9.922507,10.082686
10.3400,10.000000,9.932245,10.092390
10.3500,10.000000,9.941951,10.102128
10.3600,10.000000,9.951657,10.111833
10.3700,10.000000,9.961396,10.121570
10.3800,10.000000,9.971102,10.131277
10.3900,10.000000,9.980830,10.140983
10.4000,10.000000,9.990550,10.150713
10.4100,10.000000,10.000258,10.160427
10.4200,10.000000,10.010006,10.170151
10.4300,10.000000,10.019722,10.179873
10.4400,10.000000,10.029443,10.189579
10.4500,10.000000,10.039187,10.199294
10.4600,10.000000,10.048903,10.209025
10.4700,10.000000,10.058646,10.218734
10.4800,10.000000,10.068369,10.228471
10.4900,10.000000,10.078086,10.238180
10.5000,10.000000,10.087837,10.247888
10.5100,10.000000,10.097555,10.257628
10.5200,10.000000,10.107282,10.267337
10.5300,10.000000,10.117023,10.277061
10.5400,10.000000,10.126742,10.286788
10.5500,10.000000,10.136490,10.296497
10.5600,10.000000,10.146211,10.306239
10.5700,10.000000,10.155929,10.315948
10.5800,10.000000,10.165681,10.325657
10.5900,10.000000,10.175401,10.335399
10.6000,10.000000,10.185133,10.345109
10.6100,10.000000,10.194873,10.354852
10.6200,10.000000,10.204592,10.364562
10.6300,10.000000,10.214344,10.374272
10.6400,10.000000,10.224065,10.384015
10.6500,10.000000,10.233785,10.393726
10.6600,10.000000,10.243537,10.403470
10.6700,10.000000,10.253258,10.413182
10.6800,10.000000,10.262996,10.422894
10.6900,10.000000,10.272734,10.432632
10.7000,10.000000,10.282456,10.442350
10.7100,10.000000,10.292209,10.452082
10.7200,10.000000,10.301931,10.461807
10.7300,10.000000,10.311653,10.471519
10.7400,10.000000,10.321407,10.481242
10.7500,10.000000,10.331130,10.490977
10.7600,10.000000,10.340872,10.500693
10.7700,10.000000,10.350608,10.510435
10.7800,10.000000,10.360332,10.520150
10.7900,10.000000,10.370087,10.529863
10.8000,10.000000,10.379810,10.539610
10.8100,10.000000,10.389536,10.549323
10.8200,10.000000,10.399290,10.559052
10.8300,10.000000,10.409014,10.568785
10.8400,10.000000,10.418760,10.578509
10.8500,10.000000,10.428494,10.588249
10.8600,10.000000,10.438218,10.597964
10.8700,10.000000,10.447976,10.607679
10.8800,10.000000,10.457702,10.617427
10.8900,10.000000,10.467432,10.627142
10.9000,10.000000,10.477184,10.636891
10.9100,10.000000,10.486910,10.646606
10.9200,10.000000,10.496661,10.656323
10.9300,10.000000,10.506393,10.666072
10.9400,10.000000,10.516119,10.675788
10.9500,10.000000,10.525878,10.685537
10.9600,10.000000,10.535606,10.695254
10.9700,10.000000,10.545340,10.704972
10.9800,10.000000,10.555092,10.714714
10.9900,10.000000,10.564819,10.724441
11.0000,10.000000,10.574573,10.734176
11.0100,10.000000,10.584305,10.743909
11.0200,10.000000,10.594033,10.753627
11.0300,10.000000,10.603792,10.763378
11.0400,10.000000,10.613520,10.773097
11.0500,10.000000,10.623258,10.782815
11.0600,10.000000,10.633010,10.792562
11.0700,10.000000,10.642740,10.802286
11.0800,10.000000,10.652498,10.812026
11.0900,10.000000,10.662229,10.821757
11.1000,10.000000,10.671958,10.831477
11.1100,10.000000,10.681720,10.841207
11.1200,10.000000,10.691449,10.850949
11.1300,10.000000,10.701190,10.860673
11.1400,10.000000,10.710942,10.870423
11.1500,10.000000,10.720673,10.880145
11.1600,10.000000,10.730434,10.889866
11.1700,10.000000,10.740165,10.899620
11.1800,10.000000,10.749896,10.909341
11.1900,10.000000,10.759659,10.919095
11.2000,10.000000,10.769390,10.928816
11.2100,10.000000,10.779133,10.938538
11.2200,10.000000,10.788884,10.948293
11.2300,10.000000,10.798616,10.958015
11.2400,10.000000,10.808380,10.967765
11.2500,10.000000,10.818114,10.977492
11.2600,10.000000,10.827846,10.987215
11.2700,10.000000,10.837610,10.996971
11.2800,10.000000,10.847343,11.006694
11.2900,10.000000,10.857089,11.016429
11.3000,10.000000,10.866840,11.026178
11.3100,10.000000,10.876573,11.035911
11.3200,10.000000,10.886339,11.045673
11.3300,10.000000,10.896074,11.055407
11.3400,10.000000,10.905808,11.065140
11.3500,10.000000,10.915574,11.074892
11.3600,10.000000,10.925308,11.084638
11.3700,10.000000,10.935056,11.094383
11.3800,10.000000,10.944808,11.104137
11.3900,10.000000,10.954543,11.113872
11.4000,10.000000,10.964309,11.123607
11.4100,10.000000,10.974044,11.133373
11.4200,10.000000,10.983780,11.143107
11.4300,10.000000,10.993548,11.152873
11.4400,10.000000,11.003284,11.162608
11.4500,10.000000,11.013035,11.172343
11.4600,10.000000,11.022788,11.182110
11.4700,10.000000,11.032524,11.191846
11.4800,10.000000,11.042292,11.201613
11.4900,10.000000,11.052029,11.211350
11.5000,10.000000,11.061766,11.221085
11.5100,10.000000,11.071535,11.230853
11.5200,10.000000,11.081273,11.240589
11.5300,10.000000,11.091026,11.250338
11.5400,10.000000,11.100780,11.260094
11.5500,10.000000,11.110517,11.269831
11.5600,10.000000,11.120287,11.279599
11.5700,10.000000,11.130025,11.289337
11.5800,10.000000,11.139763,11.299075
11.5900,10.000000,11.149533,11.308833
11.6000,10.000000,11.159272,11.318583
11.6100,10.000000,11.169027,11.328333
11.6200,10.000000,11.178783,11.338090
11.6300,10.000000,11.188522,11.347828
11.6400,10.000000,11.198293,11.357567
11.6500,10.000000,11.208033,11.367338
11.6600,10.000000,11.217772,11.377077
11.6700,10.000000,11.227544,11.386849
11.6800,10.000000,11.237284,11.396588
11.6900,10.000000,11.247040,11.406327
11.7000,10.000000,11.256798,11.416098
11.7100,10.000000,11.266539,11.425838
11.7200,10.000000,11.276311,11.435609
11.7300,10.000000,11.286052,11.445349
11.7400,10.000000,11.295793,11.455089
11.7500,10.000000,11.305566,11.464862
11.7600,10.000000,11.315308,11.474603
11.7700,10.000000,11.325064,11.484357
11.7800,10.000000,11.334823,11.494118
11.7900,10.000000,11.344566,11.503859
11.8000,10.000000,11.354340,11.513631
11.8100,10.000000,11.364083,11.523373
11.8200,10.000000,11.373826,11.533115
11.8300,10.000000,11.383600,11.542876
11.8400,10.000000,11.393343,11.552631
11.8500,10.000000,11.403100,11.562386
11.8600,10.000000,11.412861,11.572149
11.8700,10.000000,11.422605,11.581891
11.8800,10.000000,11.432382,11.591634
11.8900,10.000000,11.442126,11.601409
11.9000,10.000000,11.451870,11.611152
11.9100,10.000000,11.461646,11.620927
11.9200,10.000000,11.471390,11.630670
11.9300,10.000000,11.481147,11.640414
11.9400,10.000000,11.490911,11.650190
11.9500,10.000000,11.500656,11.659935
11.9600,10.000000,11.510432,11.669708
11.9700,10.000000,11.520178,11.679456
11.9800,10.000000,11.529925,11.689200
11.9900,10.000000,11.539703,11.698977
12.0000,10.000000,11.549449,11.708721
