1757661937,15744184
1757661937,22669688
1757661937,28579880
1757661937,39233096
1757661937,43056984
1757661937,64652408
1757661937,73292552
1757661937,104420120
1757661937,117469720
1757661937,122576392
1757661937,221288584
1757661937,225012536
1757661937,244859208
1757661937,251748744
1757661937,253168792
1757661937,306165400
1757661937,323715256
1757661937,343696648
1757661937,384924920
1757661937,394384776
1757661937,408702248
1757661937,439367272
1757661937,440983528
1757661937,470782344
1757661937,480121720
1757661937,490932312
1757661937,503253448
1757661937,543384184
1757661937,544417368
1757661937,588346280
1757661937,590842856
1757661937,596154088
1757661937,622762008
1757661937,693601160
1757661937,737869784
1757661937,758942808
1757661937,785398648
1757661937,830693768
1757661937,832408824
1757661937,851500776
1757661937,858454760
1757661937,862371704
1757661937,880621272
1757661937,932972088
1757661937,942171640
1757661937,944519656
1757661937,971000632
1757661937,986121816
1757661938,3440488
1757661938,10424360
1757661938,22171960
1757661938,29355592
1757661938,57629080
1757661938,84399288
1757661938,99883416
1757661938,104207784
1757661938,111779400
1757661938,131914328
1757661938,141837240
1757661938,160434344
1757661938,181103880
1757661938,187032168
1757661938,189074728
1757661938,201212280
1757661938,204053608
1757661938,205810680
1757661938,207569192
1757661938,213832824
1757661938,227643528
1757661938,237960088
1757661938,260919272
1757661938,290122744
1757661938,322852040
1757661938,325654136
1757661938,329734712
1757661938,332978696
1757661938,342429112
1757661938,354897352
1757661938,357797432
1757661938,377124552
1757661938,409118536
1757661938,449904312
1757661938,462299416
1757661938,463783672
1757661938,476745736
1757661938,484561160
1757661938,504590904
1757661938,517642552
1757661938,521065000
1757661938,534380760
1757661938,536498312
1757661938,560898776
1757661938,588382632
1757661938,626647512
1757661938,632984680
1757661938,636137128
1757661938,637604696
1757661938,644511208
1757661938,650698632
1757661938,681843368
1757661938,694683160
1757661938,697808888
1757661938,704487464
1757661938,716421864
1757661938,741209800
1757661938,745721976
1757661938,752846360
1757661938,760054136
1757661938,763152296
1757661938,771366552
1757661938,776519880
1757661938,784977320
1757661938,794335512
1757661938,796005560
1757661938,802756984
1757661938,807552616
1757661938,813672456
1757661938,817801656
1757661938,822930072
1757661938,845553992
1757661938,847916520
1757661938,865730104
1757661938,868243880
1757661938,878737784
1757661938,881475096
1757661938,890403096
1757661938,910916616
1757661938,914103768
1757661938,944186920
1757661938,991525800
1757661939,18125480
1757661939,24833688
1757661939,46200792
1757661939,59225592
1757661939,88391736
1757661939,119075960
1757661939,148010360
1757661939,182731080
1757661939,214194760
1757661939,215769064
1757661939,225610664
1757661939,232867144
1757661939,236417912
1757661939,249437192
1757661939,253465304
1757661939,259558760
1757661939,269292104
1757661939,272295976
1757661939,278510984
1757661939,298921192
1757661939,307719240
1757661939,321836600
1757661939,345953928
1757661939,347143144
1757661939,350544712
1757661939,383612456
1757661939,385399448
1757661939,406478168
1757661939,432630760
1757661939,438231560
1757661939,448017704
1757661939,481210968
1757661939,570203624
1757661939,571880328
1757661939,581964072
1757661939,585166008
1757661939,590312472
1757661939,596323512
1757661939,601177304
1757661939,608866328
1757661939,610508328
1757661939,614689624
1757661939,635878584
1757661939,654257000
1757661939,681920296
1757661939,709955416
1757661939,712571960
1757661939,725145944
1757661939,732877496
1757661939,759784008
1757661939,762834104
1757661939,774092712
1757661939,809894888
1757661939,816321944
1757661939,818184856
1757661939,820278840
1757661939,831347992
1757661939,844975032
1757661939,854201176
1757661939,868189832
1757661939,884549048
1757661939,890616968
1757661939,898628072
1757661939,919553608
1757661939,928342792
1757661939,936577032
1757661939,937892472
1757661939,944692424
1757661939,959111352
1757661939,982381272
1757661939,990440808
1757661939,996071384
1757661940,4074872
1757661940,19458328
1757661940,29953752
1757661940,50178968
1757661940,73840616
1757661940,93129320
1757661940,98529400
1757661940,112971528
1757661940,137369080
